ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,rid,intro,age,gender,hukou,IMC_1_1,IMC_1_2,IMC_1_4,IMC_1_5,IMC_1_6,income,education,work,party,info,imc_2_1,imc_2_2,imc_2_3,imc_2_4,imc_2_5,imc_2_6,imc_2_7,audit,list_intro,a_1,a_2,a_3,a_4,a_control,list_intro_1,a_1_1,a_2_1,a_3_1,a_4_1,season_1,season_2,season_3,season_4,a_treatment,fmc_a,list_intro_2,b_1,b_2,b_3,b_4,zodiac_1,zodiac_2,zodiac_3,zodiac_4,zodiac_5,zodiac_6,b_treatment,intro_list,b_1_1,b_2_1,b_3_1,b_4_1,placebo_1,placebo_2,b_placebo,intro_list_1,b_1_2,b_2_2,b_3_2,b_4_2,b_control,fmc_b,intro_list_2,c_1,c_2,c_3,c_4,c_sensitive,c_treatment,list_intro_3,c_1_1,c_2_1,c_3_1,c_4_1,c_control,list_intro_4,d_1,d_2,d_3,d_4,d_sensitive,d_treatment,list_intro_5,d_1_1,d_2_1,d_3_1,d_4_1,d_control,intro_list_3,e_1,e_2,e_3,e_4,e_sensitive,e_treatment,intro_list_4,e_1_1,e_2_1,e_3_1,e_4_1,e_control,intro_list_5,e_1_2,e_2_2,e_3_2,e_4_2,placebo_3,placebo_4,e_placebo,fmc_e,placebo_1_direct,placebo_2_direct,non_sens_direct,c_direct,d_direct,e_direct,sponsor,end,RO-BR-FL_64,RO-BR-FL_71,RO-BR-FL_10,RO-BR-FL_22,RO-BR-FL_77,RO-BR-FL_74,RO-BR-FL_44,RO-BR-FL_57,RO-BL-IMC_2,RO-BL-A_control,RO-BL-A_treatment,RO-BL-FMC_A,RO-BL-B_treatment,RO-BL-B_placebo,RO-BL-B_control,RO-BL-FMC_B,RO-BL-C_treatment,RO-BL-C_control,RO-BL-D_treatment,RO-BL-D_control,RO-BL-E_treatment,RO-BL-E_control,RO-BL-E_placebo,RO-BL-FMC_E,RO-BL-Direct_questions,DO-Q-fmc_a,DO-Q-fmc_b,DO-Q-fmc_e,LocationLatitude,LocationLongitude,LocationAccuracy
R_xbUytWlaRlRnrIl,Default Response Set,183.13.212.163,2019-10-28T22:48:26Z,2019-10-28T22:57:08Z,NA,NA,NA,NA,1,0,5db7c437-cb84-ff62-5e3d-edd71baa4412,1,24 到 30 岁,男,农村户口,NA,NA,NA,NA,NA,"100,000 元到200,000 元",大学专科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,说不上同意或反对,说不上同意或反对,某种程度上不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,0 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,政府机构,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_control,info|imc_2_2|imc_2_5|imc_2_1|imc_2_3|imc_2_7|imc_2_6|imc_2_4,NA,list_intro|a_2|a_4|season_3|a_3|a_1|a_treatment,fmc_a,NA,intro_list|b_3|b_1|placebo_2|b_4|b_2|b_placebo,NA,fmc_b,NA,list_intro|c_3|c_4|c_1|c_2|c_control,list_intro|d_4|d_1|d_2|d_sensitive|d_3|d_treatment,NA,NA,intro_list|e_3|e_1|e_4|e_2|e_control,NA,fmc_e,non_sens_direct|placebo_2_direct|e_direct|d_direct|c_direct,2|3|4|1|5,4|2|3|1|5,4|3|1|2|5,22.533294677734375,114.13330078125,-1
R_2Vm6Iw3ZNp9kjmb,Default Response Set,59.47.38.25,2019-10-28T22:41:47Z,2019-10-28T22:57:16Z,NA,NA,NA,NA,1,0,5db7c2c3-c613-dcac-812f-7ec46493c187,1,31 到 40 岁,女,城市户口,NA,NA,比较感兴趣,NA,NA,"100,000 元到200,000 元",硕士及以上,政府和国有企事业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,强烈同意,说不上同意或反对,某种程度上同意,某种程度上同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,NA,NA,1,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_treatment,NA,NA,D_treatment,E_control,info|imc_2_2|imc_2_7|imc_2_1|imc_2_5|imc_2_3|imc_2_4|imc_2_6,NA,list_intro|a_2|a_3|season_2|a_1|a_4|a_treatment,fmc_a,list_intro|b_4|b_2|zodiac_6|b_1|b_3|b_treatment,NA,NA,fmc_b,NA,list_intro|c_2|c_4|c_1|c_3|c_control,list_intro|d_1|d_sensitive|d_2|d_4|d_3|d_treatment,NA,NA,intro_list|e_3|e_1|e_4|e_2|e_control,NA,fmc_e,non_sens_direct|d_direct|e_direct|placebo_1_direct|c_direct,2|4|1|3|5,3|1|2|4|5,2|1|3|4|5,43.8800048828125,125.32281494140625,-1
R_2S9qUPm74B99vBS,Default Response Set,106.39.189.183,2019-10-28T22:51:46Z,2019-10-28T22:59:31Z,NA,NA,NA,NA,1,0,5db7c523-692f-fdb7-c91d-df9449365a7b,1,24 到 30 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"50,000 到100,000 元",大学专科,私营企业单位,是党员,1,说不上同意或反对,强烈不同意,强烈同意,某种程度上同意,某种程度上同意,某种程度上不同意,说不上同意或反对,是，我明白,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,5 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不想回答,不同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_control,NA,NA,D_treatment,E_control,info|imc_2_1|imc_2_5|imc_2_3|imc_2_7|imc_2_2|imc_2_6|imc_2_4,list_intro|a_4|a_3|a_1|a_2|a_control,NA,fmc_a,NA,NA,intro_list|b_4|b_3|b_1|b_2|b_control,fmc_b,NA,list_intro|c_2|c_3|c_1|c_4|c_control,list_intro|d_sensitive|d_2|d_4|d_3|d_1|d_treatment,NA,NA,intro_list|e_1|e_3|e_2|e_4|e_control,NA,fmc_e,non_sens_direct|d_direct|e_direct|c_direct|placebo_2_direct,2|3|1|4|5,2|4|1|3|5,2|4|1|3|5,38.851104736328125,115.49029541015625,-1
R_2Yr0tFBJCIpLLnr,Default Response Set,211.91.222.149,2019-10-28T22:53:19Z,2019-10-28T23:00:15Z,NA,NA,NA,NA,1,0,5db7c5b4-5130-6909-e335-1239924c440e,1,24 到 30 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,强烈同意,强烈不同意,某种程度上同意,某种程度上同意,某种程度上同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,3 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,NA,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_control,info|imc_2_5|imc_2_7|imc_2_3|imc_2_6|imc_2_2|imc_2_1|imc_2_4,NA,list_intro|a_1|a_4|season_4|a_2|a_3|a_treatment,fmc_a,NA,intro_list|b_1|b_2|placebo_2|b_4|b_3|b_placebo,NA,fmc_b,NA,list_intro|c_4|c_3|c_2|c_1|c_control,list_intro|d_3|d_2|d_sensitive|d_1|d_4|d_treatment,NA,NA,intro_list|e_4|e_2|e_1|e_3|e_control,NA,fmc_e,non_sens_direct|placebo_2_direct|c_direct|d_direct|e_direct,4|3|2|1|5,2|4|3|1|5,1|2|4|3|5,34.77250671386719,113.72659301757812,-1
R_Ya8DR3Yr7ePnkpb,Default Response Set,59.47.38.25,2019-10-28T22:54:41Z,2019-10-28T23:01:07Z,NA,NA,NA,NA,1,0,5db7c5cb-d9cf-d11f-8ef7-c796c25eca26,1,31 到 40 岁,男,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上不同意,某种程度上同意,某种程度上同意,说不上同意或反对,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,3 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_control,NA,NA,D_control,E_control,info|imc_2_4|imc_2_7|imc_2_3|imc_2_6|imc_2_1|imc_2_2|imc_2_5,NA,list_intro|a_3|a_2|season_2|a_1|a_4|a_treatment,fmc_a,NA,NA,intro_list|b_4|b_2|b_1|b_3|b_control,fmc_b,NA,list_intro|c_2|c_3|c_4|c_1|c_control,NA,list_intro|d_2|d_3|d_1|d_4|d_control,NA,intro_list|e_1|e_3|e_4|e_2|e_control,NA,fmc_e,non_sens_direct|e_direct|c_direct|d_direct|placebo_1_direct,4|1|3|2|5,2|4|3|1|5,4|2|1|3|5,43.8800048828125,125.32281494140625,-1
R_1IbZljbC2GycApF,Default Response Set,36.18.180.179,2019-10-28T22:54:30Z,2019-10-28T23:02:38Z,NA,NA,NA,NA,1,0,5db7c5db-5348-1d7d-73ba-ed31bbde36c4,1,24 到 30 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,某种程度上同意,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,1,NA,NA,NA,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,NA,不同意,同意,不同意,同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_treatment,NA,NA,D_control,E_placebo,info|imc_2_3|imc_2_1|imc_2_6|imc_2_4|imc_2_7|imc_2_5|imc_2_2,NA,list_intro|a_4|a_2|season_4|a_1|a_3|a_treatment,fmc_a,list_intro|b_2|b_3|zodiac_3|b_1|b_4|b_treatment,NA,NA,fmc_b,NA,list_intro|c_1|c_2|c_4|c_3|c_control,NA,list_intro|d_1|d_3|d_2|d_4|d_control,NA,NA,intro_list|e_1|e_2|placebo_3|e_3|e_4|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|c_direct|d_direct|e_direct,4|1|2|3|5,4|1|2|3|5,3|1|4|2|5,30.29400634765625,120.16189575195312,-1
R_1JPiTRUmlqMfB4e,Default Response Set,221.1.178.123,2019-10-28T22:58:36Z,2019-10-28T23:04:23Z,NA,NA,NA,NA,1,0,5db7c6b8-087d-f305-0859-d3fb3b17e444,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",大学本科,政府和国有企事业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,说不上同意或反对,某种程度上同意,某种程度上不同意,某种程度上不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,4 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,NA,NA,NA,NA,NA,NA,我非常喜欢攀岩。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,同意,政府机构,1,Audit,NA,A_treatment,B_placebo,NA,NA,D_control,E_control,info|imc_2_7|imc_2_1|imc_2_6|imc_2_2|imc_2_3|imc_2_4|imc_2_5,NA,list_intro|a_4|a_3|season_1|a_1|a_2|a_treatment,fmc_a,NA,intro_list|b_3|placebo_1|b_1|b_2|b_4|b_placebo,NA,fmc_b,NA,list_intro|c_2|c_3|c_1|c_4|c_control,NA,list_intro|d_3|d_2|d_4|d_1|d_control,NA,intro_list|e_2|e_4|e_1|e_3|e_control,NA,fmc_e,non_sens_direct|d_direct|e_direct|c_direct|placebo_1_direct,4|3|2|1|5,3|1|2|4|5,1|4|2|3|5,37.4512939453125,116.31048583984375,-1
R_PSTrWhfYJCbPAhr,Default Response Set,111.15.34.176,2019-10-28T22:58:57Z,2019-10-28T23:06:28Z,NA,NA,NA,NA,1,0,5db7c6dd-cbde-ce83-68e6-2bb8a1c45f4e,1,31 到 40 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"50,000 到100,000 元",大学本科,私营企业单位,不想回答,1,说不上同意或反对,某种程度上同意,某种程度上同意,说不上同意或反对,某种程度上同意,某种程度上不同意,某种程度上同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,1,NA,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,1,NA,NA,NA,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,不同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_treatment,NA,NA,D_treatment,E_control,info|imc_2_1|imc_2_3|imc_2_4|imc_2_6|imc_2_2|imc_2_7|imc_2_5,NA,list_intro|a_2|a_1|season_3|a_4|a_3|a_treatment,fmc_a,list_intro|b_4|b_1|zodiac_1|b_2|b_3|b_treatment,NA,NA,fmc_b,intro_list|c_4|c_3|c_sensitive|c_2|c_1|c_treatment,NA,list_intro|d_4|d_2|d_3|d_sensitive|d_1|d_treatment,NA,NA,intro_list|e_3|e_2|e_4|e_1|e_control,NA,fmc_e,non_sens_direct|c_direct|e_direct|d_direct|placebo_1_direct,4|2|3|1|5,3|4|2|1|5,2|3|1|4|5,36.71000671386719,119.10189819335938,-1
R_3fco7yIGbnMQ33A,Default Response Set,183.24.93.199,2019-10-28T23:02:12Z,2019-10-28T23:07:24Z,NA,NA,NA,NA,1,0,5db7c7a5-b266-e2e9-ac12-c3bd35c3623b,1,24 到 30 岁,女,城市户口,NA,NA,比较感兴趣,NA,NA,"50,000 到100,000 元",硕士及以上,政府和国有企事业单位,是党员,1,说不上同意或反对,某种程度上同意,说不上同意或反对,说不上同意或反对,说不上同意或反对,说不上同意或反对,说不上同意或反对,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,1,NA,NA,NA,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,其他,1,Audit,NA,A_treatment,B_treatment,NA,NA,D_control,E_control,info|imc_2_3|imc_2_1|imc_2_2|imc_2_4|imc_2_5|imc_2_7|imc_2_6,NA,list_intro|a_4|a_3|season_4|a_2|a_1|a_treatment,fmc_a,list_intro|b_4|b_1|zodiac_1|b_2|b_3|b_treatment,NA,NA,fmc_b,NA,list_intro|c_2|c_1|c_3|c_4|c_control,NA,list_intro|d_4|d_1|d_3|d_2|d_control,NA,intro_list|e_1|e_4|e_3|e_2|e_control,NA,fmc_e,non_sens_direct|c_direct|d_direct|placebo_2_direct|e_direct,4|2|3|1|5,3|2|1|4|5,1|4|3|2|5,23.593902587890625,116.12890625,-1
R_cuv9HKsOtwjpZAd,Default Response Set,218.26.55.118,2019-10-28T23:03:27Z,2019-10-28T23:07:38Z,NA,NA,NA,NA,1,0,5db7c7c5-c2f9-4c12-f5ff-dee6b9bfabe3,1,41 到 55 岁,男,农村户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",硕士及以上,政府和国有企事业单位,是党员,1,说不上同意或反对,强烈同意,某种程度上同意,某种程度上不同意,某种程度上同意,某种程度上同意,某种程度上不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,4 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,4 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,5 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我们的城市需要一个更大的体育馆。,同意,NA,同意,同意,同意,不同意,政府机构,1,Audit,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_treatment,info|imc_2_6|imc_2_2|imc_2_7|imc_2_5|imc_2_4|imc_2_1|imc_2_3,NA,list_intro|a_4|a_2|season_2|a_3|a_1|a_treatment,fmc_a,NA,intro_list|b_2|placebo_1|b_3|b_4|b_1|b_placebo,NA,fmc_b,intro_list|c_2|c_4|c_3|c_1|c_sensitive|c_treatment,NA,list_intro|d_sensitive|d_2|d_1|d_4|d_3|d_treatment,NA,intro_list|e_4|e_2|e_3|e_sensitive|e_1|e_treatment,NA,NA,fmc_e,non_sens_direct|placebo_1_direct|c_direct|e_direct|d_direct,1|3|2|4|5,1|2|4|3|5,1|3|2|4|5,37.726898193359375,112.47079467773438,-1
R_1eJh0mJGbaUT5Py,Default Response Set,60.7.109.197,2019-10-28T22:32:05Z,2019-10-28T23:07:48Z,NA,NA,NA,NA,1,0,5db7c0a3-00c8-fe50-1ac8-7e6db94f5558,1,24 到 30 岁,男,城市户口,NA,NA,NA,NA,NA,"50,000 元以下",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上不同意,某种程度上不同意,某种程度上不同意,某种程度上不同意,某种程度上不同意,说不上同意或反对,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,1 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,NA,不同意,不想回答,不同意,不同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_3|imc_2_6|imc_2_5|imc_2_4|imc_2_2|imc_2_1|imc_2_7,NA,list_intro|a_2|a_4|season_4|a_1|a_3|a_treatment,fmc_a,NA,intro_list|b_2|b_4|b_1|placebo_2|b_3|b_placebo,NA,fmc_b,intro_list|c_1|c_sensitive|c_4|c_3|c_2|c_treatment,NA,list_intro|d_sensitive|d_4|d_3|d_2|d_1|d_treatment,NA,NA,NA,intro_list|e_2|e_3|e_1|placebo_3|e_4|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|d_direct|e_direct|c_direct,3|1|2|4|5,2|4|3|1|5,1|4|3|2|5,39.93170166015625,119.58828735351562,-1
R_3HXH2pGm2bDuhkZ,Default Response Set,115.53.114.91,2019-10-28T23:02:10Z,2019-10-28T23:08:12Z,NA,NA,NA,NA,1,0,5db7c7b5-2547-81cc-751b-81a490ec4275,1,41 到 55 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"100,000 元到200,000 元",大学本科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,某种程度上同意,某种程度上不同意,某种程度上不同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,Audit,NA,A_control,B_placebo,NA,NA,D_treatment,E_control,info|imc_2_5|imc_2_1|imc_2_6|imc_2_2|imc_2_7|imc_2_4|imc_2_3,list_intro|a_3|a_1|a_2|a_4|a_control,NA,fmc_a,NA,intro_list|b_3|b_1|b_4|placebo_1|b_2|b_placebo,NA,fmc_b,NA,list_intro|c_4|c_1|c_3|c_2|c_control,list_intro|d_1|d_4|d_2|d_sensitive|d_3|d_treatment,NA,NA,intro_list|e_3|e_2|e_4|e_1|e_control,NA,fmc_e,non_sens_direct|c_direct|d_direct|placebo_1_direct|e_direct,3|2|4|1|5,3|4|2|1|5,4|2|3|1|5,34.128204345703125,113.80679321289062,-1
R_3QLAVQzqpG8J1kK,Default Response Set,36.161.62.45,2019-10-28T23:02:44Z,2019-10-28T23:09:23Z,NA,NA,NA,NA,1,0,5db7c7c0-ee68-868b-0f48-b6ab34cd038d,1,41 到 55 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",大学本科,政府和国有企事业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,某种程度上同意,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_placebo,NA,NA,D_control,E_treatment,info|imc_2_1|imc_2_7|imc_2_3|imc_2_4|imc_2_2|imc_2_5|imc_2_6,list_intro|a_3|a_2|a_4|a_1|a_control,NA,fmc_a,NA,intro_list|b_1|b_4|placebo_1|b_2|b_3|b_placebo,NA,fmc_b,intro_list|c_2|c_1|c_3|c_4|c_sensitive|c_treatment,NA,NA,list_intro|d_4|d_3|d_2|d_1|d_control,intro_list|e_1|e_2|e_3|e_sensitive|e_4|e_treatment,NA,NA,fmc_e,non_sens_direct|placebo_1_direct|e_direct|c_direct|d_direct,2|1|4|3|5,1|2|3|4|5,1|4|2|3|5,30.513595581054688,117.04721069335938,-1
R_3G7zreQCMCE1dyr,Default Response Set,117.37.54.38,2019-10-28T22:57:44Z,2019-10-28T23:09:47Z,NA,NA,NA,NA,1,0,5db7c68b-090c-3ce1-37af-d5d822f21637,1,31 到 40 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",硕士及以上,私营企业单位,NA,1,说不上同意或反对,强烈同意,说不上同意或反对,某种程度上同意,某种程度上不同意,某种程度上不同意,某种程度上不同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,1,NA,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,私人企业,1,Audit,NA,A_control,B_treatment,NA,NA,D_control,E_treatment,info|imc_2_2|imc_2_7|imc_2_1|imc_2_6|imc_2_4|imc_2_3|imc_2_5,list_intro|a_3|a_2|a_1|a_4|a_control,NA,fmc_a,list_intro|b_3|b_1|zodiac_3|b_2|b_4|b_treatment,NA,NA,fmc_b,NA,list_intro|c_1|c_3|c_2|c_4|c_control,NA,list_intro|d_3|d_1|d_2|d_4|d_control,intro_list|e_4|e_3|e_sensitive|e_2|e_1|e_treatment,NA,NA,fmc_e,non_sens_direct|c_direct|e_direct|placebo_1_direct|d_direct,2|1|3|4|5,4|2|3|1|5,2|1|3|4|5,34.337799072265625,108.70260620117188,-1
